 
      1   1680    420      1
    1  0.9938442E+01  0.7821726E+00 -0.6107143E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232929E+01
    1  0.9938442E+01  0.7821726E+00 -0.5321429E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232929E+01
    1  0.9938442E+01  0.7821726E+00 -0.4535714E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232929E+01
    1  0.9938442E+01  0.7821726E+00 -0.3750000E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232929E+01
    1  0.9938442E+01  0.7821726E+00 -0.2964286E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232928E+01
    1  0.9938442E+01  0.7821726E+00 -0.2178572E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232930E+01
    1  0.9938442E+01  0.7821726E+00 -0.1392857E+01  0.9969173E+00  0.7845962E-01  0.0000000E+00  0.1232929E+01
    1  0.9693724E+01  0.2327257E+01 -0.6107143E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232928E+01
    1  0.9693724E+01  0.2327257E+01 -0.5321429E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232929E+01
    1  0.9693724E+01  0.2327257E+01 -0.4535714E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232928E+01
    1  0.9693724E+01  0.2327257E+01 -0.3750000E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232928E+01
    1  0.9693724E+01  0.2327257E+01 -0.2964286E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232928E+01
    1  0.9693724E+01  0.2327257E+01 -0.2178572E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232929E+01
    1  0.9693724E+01  0.2327257E+01 -0.1392857E+01  0.9723700E+00  0.2334451E+00  0.0000000E+00  0.1232928E+01
    1  0.9210315E+01  0.3815038E+01 -0.6107143E+01  0.9238794E+00  0.3826835E+00  0.0000000E+00  0.1232929E+01
    1  0.9210315E+01  0.3815038E+01 -0.5321429E+01  0.9238795E+00  0.3826835E+00  0.0000000E+00  0.1232929E+01
    1  0.9210315E+01  0.3815038E+01 -0.4535714E+01  0.9238794E+00  0.3826835E+00  0.0000000E+00  0.1232929E+01
    1  0.9210315E+01  0.3815038E+01 -0.3750000E+01  0.9238794E+00  0.3826835E+00  0.0000000E+00  0.1232929E+01
    1  0.9210315E+01  0.3815038E+01 -0.2964286E+01  0.9238795E+00  0.3826835E+00  0.0000000E+00  0.1232928E+01
    1  0.9210315E+01  0.3815038E+01 -0.2178572E+01  0.9238795E+00  0.3826835E+00  0.0000000E+00  0.1232930E+01
    1  0.9210315E+01  0.3815038E+01 -0.1392857E+01  0.9238795E+00  0.3826835E+00  0.0000000E+00  0.1232928E+01
    1  0.8500117E+01  0.5208879E+01 -0.6107143E+01  0.8526403E+00  0.5224983E+00  0.0000000E+00  0.1232928E+01
    1  0.8500117E+01  0.5208879E+01 -0.5321429E+01  0.8526403E+00  0.5224982E+00  0.0000000E+00  0.1232929E+01
