VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    50,F=POINT
 3.2000  0.735959E+05  0.375705E-04  0.437550E+03  0.575681E-03  0.594644E+04  0.497326E-09   34.05 -203.96 -192.41 -240.99   35.47  -69.44
 3.3000  0.670907E+05  0.469339E-02  0.179586E+03  0.236903E-02  0.891012E+04  0.350988E-08   42.32 -164.92 -220.56   20.60   41.86   84.29
 3.4000  0.613291E+05  0.331569E-02  0.148120E+03  0.630464E-03  0.110832E+05  0.485241E-08   51.07  -77.32 -227.07 -121.66   49.06 -226.03
 3.5000  0.561604E+05  0.241462E-02  0.117496E+03  0.644168E-03  0.126694E+05  0.197649E-08   60.26 -169.07 -234.49 -184.24   56.75  -13.63
 3.6000  0.515289E+05  0.291934E-02  0.839154E+02  0.844941E-03  0.137289E+05  0.166096E-08   69.95  -28.74 -246.14  -66.42   65.12  -78.89
 3.7000  0.474024E+05  0.251678E-02  0.534347E+02  0.177709E-02  0.144884E+05  0.265978E-08   80.00  -42.30 -259.44  -38.06   74.61   66.80
 3.8000  0.439323E+05  0.201510E-02  0.309013E+02  0.158551E-02  0.146639E+05  0.192702E-08 -269.19 -255.75 -267.97  -32.72   84.01  -64.98
 3.9000  0.382203E+05  0.308687E-02  0.121379E+02  0.378610E-03  0.919714E+04  0.413835E-08   86.61   -3.13   89.90 -261.44   76.18 -169.92
 4.0000  0.378627E+05  0.180060E-02  0.327345E+01  0.269402E-02  0.141646E+05  0.205960E-08 -249.43   89.51 -130.15  -85.84 -256.43   47.29
 4.1000  0.353886E+05  0.573791E-03  0.186472E+02  0.221233E-02  0.139336E+05  0.118721E-08 -238.06 -127.71 -122.78 -251.33 -244.44  -11.31
 4.2000  0.330884E+05  0.100384E-02  0.354031E+02  0.811608E-03  0.135606E+05  0.613428E-09 -226.82 -109.54 -130.97 -261.66 -231.85 -247.69
 4.3000  0.308058E+05  0.163465E-03  0.484603E+02  0.138067E-02  0.132588E+05  0.300489E-08 -215.35 -235.94 -138.27 -101.73 -218.58  -21.60
 4.4000  0.286633E+05  0.617569E-03  0.781899E+02  0.111185E-02  0.130465E+05  0.133529E-08 -203.49 -243.59 -150.16 -235.26 -205.63 -249.59
 4.5000  0.266232E+05  0.122559E-02  0.138327E+03  0.881838E-03  0.129008E+05  0.458411E-08 -191.51   39.47 -167.28 -250.91 -192.23 -172.06
 4.6000  0.246868E+05  0.949637E-03  0.355873E+03  0.113030E-02  0.127814E+05  0.143998E-08 -179.20 -231.20 -178.63   66.62 -179.17   14.04
 4.7000  0.228338E+05  0.140265E-02  0.911361E+03  0.494247E-03  0.126498E+05  0.436713E-08 -166.50  -59.25   24.00 -160.40 -166.40 -181.53
 4.8000  0.211002E+05  0.385190E-03  0.159378E+03  0.677309E-03  0.124636E+05  0.234643E-08 -153.38 -262.03    5.37 -148.64 -153.92  -29.74
 4.9000  0.194942E+05  0.156155E-02  0.486602E+02  0.173438E-02  0.121941E+05  0.409817E-08 -140.04 -130.34  -11.81   11.16 -141.59 -191.47
 5.0000  0.179120E+05  0.308838E-03  0.207942E+02  0.161756E-03  0.118729E+05  0.525210E-08 -126.77   57.13  -37.26  -10.61 -129.66   -5.09
