Time	 FAIRTEN4	 FAIRTEN5	 FAIRTEN6	 
0	 188571	 188592	 188592	 
0.01	 188540	 188675	 188451	 
0.02	 188246	 188487	 188070	 
0.03	 187728	 188141	 187428	 
0.04	 186856	 187499	 186418	 
0.05	 185588	 186473	 185057	 
0.06	 184009	 185152	 183437	 
0.07	 182224	 183655	 181650	 
0.08	 180334	 182076	 179806	 
0.09	 178457	 180515	 178027	 
0.1	 176703	 179079	 176422	 
0.11	 175154	 177839	 175066	 
0.12	 173857	 176833	 174003	 
0.13	 172835	 176077	 173252	 
0.14	 172097	 175572	 172813	 
0.15	 171635	 175309	 172670	 
0.16	 171437	 175277	 172800	 
0.17	 171490	 175463	 173181	 
0.18	 171779	 175855	 173785	 
0.19	 172286	 176444	 174590	 
0.2	 172991	 177211	 175563	 
0.21	 173867	 178135	 176672	 
0.22	 174879	 179193	 177882	 
0.23	 175984	 180346	 179147	 
0.24	 177135	 181555	 180425	 
0.25	 178279	 182772	 181661	 
0.26	 179365	 183948	 182807	 
0.27	 180344	 185047	 183829	 
0.28	 181171	 186020	 184681	 
0.29	 181811	 186836	 185340	 
0.3	 182236	 187465	 185782	 
0.31	 182431	 187894	 186004	 
0.32	 182386	 188106	 185999	 
0.33	 182105	 188104	 185780	 
0.34	 181596	 187892	 185361	 
0.35	 180879	 187481	 184762	 
0.36	 179979	 186891	 184012	 
0.37	 178928	 186149	 183144	 
0.38	 177765	 185286	 182193	 
0.39	 176530	 184341	 181202	 
0.4	 175269	 183350	 180207	 
0.41	 174027	 182355	 179248	 
0.42	 172850	 181405	 178371	 
0.43	 171780	 180539	 177609	 
0.44	 170858	 179792	 176993	 
0.45	 170116	 179201	 176551	 
0.46	 169581	 178797	 176304	 
0.47	 169272	 178601	 176268	 
0.48	 169198	 178625	 176443	 
0.49	 169361	 178880	 176835	 
0.5	 169751	 179357	 177426	 
0.51	 170352	 180049	 178204	 
0.52	 171138	 180935	 179143	 
0.53	 172079	 181990	 180217	 
0.54	 173137	 183175	 181384	 
0.55	 174271	 184458	 182614	 
0.56	 175437	 185794	 183867	 
0.57	 176592	 187145	 185105	 
0.58	 177692	 188466	 186292	 
0.59	 178697	 189714	 187391	 
0.6	 179572	 190853	 188373	 
0.61	 180285	 191842	 189204	 
0.62	 180813	 192663	 189875	 
0.63	 181139	 193289	 190364	 
0.64	 181256	 193708	 190666	 
0.65	 181162	 193909	 190775	 
0.66	 180865	 193905	 190707	 
0.67	 180380	 193696	 190464	 
0.68	 179727	 193305	 190069	 
0.69	 178934	 192750	 189540	 
0.7	 178033	 192070	 188911	 
0.71	 177057	 191290	 188204	 
0.72	 176042	 190450	 187454	 
0.73	 175026	 189585	 186690	 
0.74	 174043	 188739	 185948	 
0.75	 173126	 187941	 185253	 
0.76	 172305	 187228	 184634	 
0.77	 171605	 186633	 184120	 
0.78	 171046	 186177	 183725	 
0.79	 170640	 185878	 183464	 
0.8	 170397	 185749	 183348	 
0.81	 170316	 185801	 183387	 
0.82	 170394	 186028	 183575	 
0.83	 170619	 186426	 183909	 
0.84	 170975	 186976	 184373	 
0.85	 171443	 187664	 184959	 
0.86	 171996	 188459	 185636	 
0.87	 172610	 189341	 186393	 
0.88	 173253	 190272	 187195	 
0.89	 173900	 191225	 188023	 
0.9	 174517	 192163	 188842	 
0.91	 175083	 193054	 189628	 
0.92	 175566	 193875	 190358	 
0.93	 175945	 194589	 191001	 
0.94	 176208	 195182	 191544	 
0.95	 176340	 195636	 191970	 
0.96	 176334	 195934	 192261	 
0.97	 176186	 196074	 192416	 
0.98	 175903	 196056	 192432	 
0.99	 175489	 195887	 192313	 
1	 174962	 195578	 192066	 
1.01	 174333	 195146	 191706	 
1.02	 173623	 194611	 191248	 
1.03	 172862	 194002	 190719	 
1.04	 172069	 193345	 190137	 
1.05	 171276	 192671	 189534	 
1.06	 170501	 192009	 188933	 
1.07	 169774	 191387	 188363	 
1.08	 169117	 190836	 187851	 
1.09	 168557	 190380	 187420	 
1.1	 168099	 190035	 187087	 
1.11	 167764	 189826	 186877	 
1.12	 167556	 189762	 186801	 
1.13	 167486	 189850	 186868	 
1.14	 167544	 190087	 187076	 
1.15	 167733	 190472	 187426	 
1.16	 168039	 190997	 187915	 
1.17	 168449	 191648	 188530	 
1.18	 168950	 192406	 189255	 
1.19	 169514	 193245	 190067	 
1.2	 170127	 194142	 190945	 
1.21	 170768	 195079	 191871	 
1.22	 171407	 196021	 192812	 
1.23	 172024	 196941	 193743	 
1.24	 172598	 197814	 194638	 
1.25	 173110	 198618	 195476	 
1.26	 173544	 199335	 196235	 
1.27	 173884	 199943	 196894	 
1.28	 174124	 200430	 197439	 
1.29	 174253	 200791	 197863	 
1.3	 174268	 201015	 198153	 
1.31	 174177	 201112	 198317	 
1.32	 173980	 201077	 198348	 
1.33	 173686	 200926	 198261	 
1.34	 173303	 200671	 198064	 
1.35	 172852	 200327	 197773	 
1.36	 172353	 199918	 197411	 
1.37	 171812	 199456	 196989	 
1.38	 171249	 198972	 196537	 
1.39	 170693	 198483	 196073	 
1.4	 170156	 198012	 195622	 
1.41	 169651	 197583	 195206	 
1.42	 169194	 197209	 194840	 
1.43	 168802	 196905	 194542	 
1.44	 168480	 196691	 194331	 
1.45	 168243	 196569	 194212	 
1.46	 168086	 196548	 194195	 
1.47	 168012	 196628	 194281	 
1.48	 168027	 196806	 194468	 
1.49	 168110	 197076	 194752	 
1.5	 168261	 197425	 195120	 
1.51	 168468	 197847	 195565	 
1.52	 168716	 198319	 196066	 
1.53	 168999	 198831	 196611	 
1.54	 169288	 199356	 197174	 
1.55	 169574	 199880	 197739	 
1.56	 169841	 200379	 198284	 
1.57	 170078	 200845	 198796	 
1.58	 170262	 201251	 199250	 
1.59	 170384	 201587	 199634	 
1.6	 170446	 201842	 199935	 
1.61	 170423	 202002	 200141	 
1.62	 170325	 202067	 200249	 
1.63	 170142	 202034	 200256	 
1.64	 169880	 201903	 200160	 
1.65	 169542	 201680	 199970	 
1.66	 169137	 201370	 199688	 
1.67	 168674	 200991	 199335	 
1.68	 168161	 200550	 198916	 
1.69	 167619	 200069	 198456	 
1.7	 167057	 199560	 197965	 
1.71	 166494	 199045	 197467	 
1.72	 165942	 198540	 196978	 
1.73	 165416	 198060	 196516	 
1.74	 164935	 197628	 196103	 
1.75	 164499	 197256	 195751	 
1.76	 164129	 196955	 195473	 
1.77	 163834	 196741	 195285	 
1.78	 163609	 196612	 195186	 
1.79	 163468	 196577	 195183	 
1.8	 163405	 196638	 195281	 
1.81	 163416	 196790	 195473	 
1.82	 163506	 197033	 195759	 
1.83	 163658	 197352	 196123	 
1.84	 163869	 197736	 196555	 
1.85	 164123	 198179	 197048	 
1.86	 164411	 198660	 197580	 
1.87	 164714	 199163	 198136	 
1.88	 165027	 199676	 198700	 
1.89	 165331	 200180	 199255	 
1.9	 165610	 200656	 199779	 
1.91	 165859	 201095	 200266	 
1.92	 166060	 201483	 200699	 
1.93	 166212	 201808	 201066	 
1.94	 166304	 202060	 201357	 
1.95	 166330	 202236	 201569	 
1.96	 166292	 202332	 201697	 
1.97	 166189	 202351	 201744	 
1.98	 166022	 202292	 201710	 
1.99	 165797	 202159	 201599	 
2	 165518	 201964	 201424	 
2.01	 165199	 201719	 201196	 
2.02	 164849	 201428	 200919	 
2.03	 164476	 201109	 200614	 
2.04	 164089	 200779	 200295	 
2.05	 163708	 200445	 199973	 
2.06	 163334	 200125	 199663	 
2.07	 162981	 199828	 199378	 
2.08	 162660	 199568	 199128	 
2.09	 162377	 199355	 198928	 
2.1	 162136	 199200	 198785	 
2.11	 161946	 199099	 198700	 
2.12	 161808	 199059	 198675	 
2.13	 161717	 199083	 198716	 
2.14	 161676	 199168	 198820	 
2.15	 161679	 199311	 198983	 
2.16	 161719	 199502	 199195	 
2.17	 161790	 199732	 199448	 
2.18	 161886	 199993	 199732	 
2.19	 162001	 200274	 200037	 
2.2	 162112	 200562	 200350	 
2.21	 162224	 200845	 200657	 
2.22	 162312	 201107	 200942	 
2.23	 162376	 201338	 201196	 
2.24	 162412	 201531	 201412	 
2.25	 162402	 201671	 201573	 
2.26	 162344	 201758	 201679	 
2.27	 162238	 201780	 201720	 
2.28	 162078	 201737	 201692	 
2.29	 161870	 201633	 201602	 
2.3	 161611	 201461	 201442	 
2.31	 161298	 201226	 201217	 
2.32	 160946	 200938	 200937	 
2.33	 160569	 200610	 200616	 
2.34	 160152	 200243	 200252	 
2.35	 159723	 199850	 199862	 
2.36	 159293	 199443	 199458	 
2.37	 158850	 199035	 199051	 
2.38	 158424	 198637	 198655	 
2.39	 158025	 198258	 198278	 
2.4	 157650	 197917	 197941	 
2.41	 157308	 197616	 197644	 
2.42	 157010	 197361	 197395	 
2.43	 156761	 197163	 197205	 
2.44	 156559	 197026	 197080	 
2.45	 156414	 196954	 197021	 
2.46	 156309	 196935	 197020	 
2.47	 156257	 196978	 197084	 
2.48	 156250	 197080	 197210	 
2.49	 156285	 197231	 197388	 
2.5	 156345	 197415	 197602	 
2.51	 156434	 197634	 197854	 
2.52	 156543	 197878	 198133	 
2.53	 156659	 198132	 198424	 
2.54	 156765	 198383	 198714	 
2.55	 156870	 198630	 199000	 
2.56	 156963	 198860	 199268	 
2.57	 157031	 199060	 199505	 
2.58	 157067	 199224	 199705	 
2.59	 157065	 199346	 199862	 
2.6	 157039	 199428	 199975	 
2.61	 156967	 199461	 200035	 
2.62	 156859	 199448	 200046	 
2.63	 156713	 199391	 200008	 
2.64	 156527	 199284	 199917	 
2.65	 156320	 199147	 199790	 
2.66	 156086	 198974	 199624	 
2.67	 155828	 198782	 199436	 
2.68	 155554	 198567	 199220	 
2.69	 155286	 198352	 199002	 
2.7	 155009	 198132	 198777	 
2.71	 154738	 197924	 198563	 
2.72	 154487	 197737	 198368	 
2.73	 154248	 197568	 198192	 
2.74	 154038	 197437	 198055	 
2.75	 153858	 197338	 197951	 
2.76	 153705	 197279	 197889	 
2.77	 153586	 197266	 197875	 
2.78	 153494	 197289	 197899	 
2.79	 153432	 197348	 197963	 
2.8	 153405	 197451	 198074	 
2.81	 153392	 197583	 198216	 
2.82	 153402	 197738	 198384	 
2.83	 153427	 197916	 198578	 
2.84	 153458	 198104	 198783	 
2.85	 153485	 198292	 198990	 
2.86	 153514	 198478	 199195	 
2.87	 153532	 198652	 199388	 
2.88	 153526	 198804	 199559	 
2.89	 153502	 198930	 199701	 
2.9	 153452	 199022	 199809	 
2.91	 153371	 199077	 199876	 
2.92	 153255	 199088	 199896	 
2.93	 153110	 199056	 199871	 
2.94	 152936	 198985	 199802	 
2.95	 152726	 198870	 199687	 
2.96	 152488	 198717	 199531	 
2.97	 152225	 198526	 199334	 
2.98	 151941	 198306	 199105	 
2.99	 151645	 198066	 198855	 
3	 151338	 197808	 198585	 
3.01	 151027	 197541	 198307	 
3.02	 150726	 197279	 198033	 
3.03	 150424	 197014	 197758	 
3.04	 150139	 196765	 197501	 
3.05	 149872	 196539	 197268	 
3.06	 149634	 196344	 197071	 
3.07	 149423	 196177	 196905	 
3.08	 149235	 196039	 196772	 
3.09	 149079	 195946	 196690	 
3.1	 148959	 195888	 196646	 
3.11	 148870	 195869	 196646	 
3.12	 148805	 195883	 196684	 
3.13	 148768	 195932	 196760	 
3.14	 148763	 196017	 196876	 
3.15	 148761	 196116	 197010	 
3.16	 148779	 196234	 197166	 
3.17	 148814	 196373	 197344	 
3.18	 148840	 196509	 197521	 
3.19	 148868	 196643	 197696	 
3.2	 148898	 196777	 197871	 
3.21	 148911	 196896	 198030	 
3.22	 148910	 196997	 198171	 
3.23	 148895	 197076	 198288	 
3.24	 148863	 197135	 198382	 
3.25	 148808	 197165	 198443	 
3.26	 148734	 197170	 198479	 
3.27	 148638	 197146	 198482	 
3.28	 148525	 197094	 198454	 
3.29	 148393	 197021	 198404	 
3.3	 148252	 196933	 198335	 
3.31	 148097	 196827	 198248	 
3.32	 147938	 196714	 198151	 
3.33	 147774	 196594	 198047	 
3.34	 147608	 196470	 197939	 
3.35	 147455	 196362	 197847	 
3.36	 147305	 196262	 197763	 
3.37	 147172	 196180	 197698	 
3.38	 147051	 196117	 197653	 
3.39	 146951	 196076	 197633	 
3.4	 146864	 196062	 197642	 
3.41	 146809	 196081	 197685	 
3.42	 146762	 196123	 197753	 
3.43	 146735	 196193	 197853	 
3.44	 146733	 196292	 197983	 
3.45	 146746	 196413	 198136	 
3.46	 146764	 196548	 198307	 
3.47	 146795	 196703	 198497	 
3.48	 146837	 196868	 198699	 
3.49	 146873	 197035	 198902	 
3.5	 146916	 197206	 199110	 
3.51	 146946	 197369	 199308	 
3.52	 146968	 197513	 199487	 
3.53	 146985	 197649	 199656	 
3.54	 146982	 197766	 199804	 
3.55	 146964	 197855	 199922	 
3.56	 146925	 197918	 200013	 
3.57	 146876	 197959	 200077	 
3.58	 146808	 197967	 200106	 
3.59	 146717	 197943	 200102	 
3.6	 146613	 197900	 200074	 
3.61	 146500	 197830	 200018	 
3.62	 146368	 197737	 199937	 
3.63	 146227	 197626	 199835	 
3.64	 146086	 197500	 199718	 
3.65	 145943	 197368	 199594	 
3.66	 145802	 197229	 199463	 
3.67	 145659	 197091	 199332	 
3.68	 145533	 196963	 199213	 
3.69	 145415	 196840	 199099	 
3.7	 145308	 196730	 199000	 
3.71	 145217	 196637	 198921	 
3.72	 145141	 196565	 198865	 
3.73	 145083	 196518	 198836	 
3.74	 145047	 196489	 198828	 
3.75	 145024	 196483	 198846	 
3.76	 145021	 196500	 198890	 
3.77	 145033	 196533	 198954	 
3.78	 145058	 196585	 199039	 
3.79	 145094	 196650	 199140	 
3.8	 145147	 196728	 199255	 
3.81	 145202	 196813	 199380	 
3.82	 145267	 196905	 199514	 
3.83	 145325	 196991	 199642	 
3.84	 145385	 197077	 199771	 
3.85	 145443	 197154	 199892	 
3.86	 145497	 197219	 200000	 
3.87	 145541	 197276	 200099	 
3.88	 145574	 197315	 200179	 
3.89	 145599	 197335	 200239	 
3.9	 145614	 197344	 200285	 
3.91	 145620	 197336	 200313	 
3.92	 145616	 197312	 200323	 
3.93	 145600	 197274	 200317	 
3.94	 145580	 197228	 200300	 
3.95	 145553	 197167	 200267	 
3.96	 145526	 197108	 200234	 
3.97	 145497	 197042	 200192	 
3.98	 145465	 196978	 200152	 
3.99	 145441	 196919	 200116	 
4	 145418	 196866	 200085	 
4.01	 145403	 196828	 200069	 
4.02	 145392	 196800	 200064	 
4.03	 145397	 196788	 200076	 
4.04	 145408	 196794	 200107	 
4.05	 145431	 196816	 200155	 
4.06	 145465	 196858	 200225	 
4.07	 145514	 196922	 200318	 
4.08	 145572	 197000	 200428	 
4.09	 145637	 197092	 200553	 
4.1	 145712	 197197	 200692	 
4.11	 145800	 197320	 200852	 
4.12	 145896	 197450	 201018	 
4.13	 145989	 197581	 201186	 
4.14	 146081	 197715	 201358	 
4.15	 146176	 197847	 201527	 
4.16	 146271	 197976	 201693	 
4.17	 146355	 198095	 201847	 
4.18	 146428	 198200	 201986	 
4.19	 146500	 198298	 202115	 
4.2	 146568	 198386	 202232	 
4.21	 146619	 198455	 202326	 
4.22	 146658	 198503	 202397	 
4.23	 146696	 198537	 202449	 
4.24	 146718	 198554	 202482	 
4.25	 146733	 198553	 202493	 
4.26	 146736	 198540	 202489	 
4.27	 146738	 198512	 202467	 
4.28	 146734	 198475	 202432	 
4.29	 146719	 198427	 202384	 
4.3	 146712	 198376	 202332	 
4.31	 146702	 198317	 202270	 
4.32	 146695	 198260	 202209	 
4.33	 146693	 198207	 202152	 
4.34	 146694	 198156	 202096	 
4.35	 146705	 198112	 202049	 
4.36	 146720	 198073	 202007	 
4.37	 146747	 198046	 201978	 
4.38	 146790	 198033	 201966	 
4.39	 146842	 198027	 201962	 
4.4	 146898	 198033	 201972	 
4.41	 146960	 198047	 201993	 
4.42	 147043	 198075	 202029	 
4.43	 147124	 198108	 202073	 
4.44	 147218	 198147	 202125	 
4.45	 147318	 198195	 202186	 
4.46	 147420	 198243	 202249	 
4.47	 147522	 198288	 202310	 
4.48	 147625	 198337	 202375	 
4.49	 147731	 198384	 202439	 
4.5	 147835	 198423	 202492	 
4.51	 147925	 198449	 202533	 
4.52	 148022	 198472	 202570	 
4.53	 148109	 198489	 202600	 
4.54	 148190	 198494	 202614	 
4.55	 148265	 198488	 202617	 
4.56	 148333	 198470	 202606	 
4.57	 148396	 198448	 202588	 
4.58	 148448	 198411	 202553	 
4.59	 148501	 198370	 202514	 
4.6	 148549	 198320	 202464	 
4.61	 148589	 198269	 202411	 
4.62	 148625	 198214	 202353	 
4.63	 148665	 198161	 202296	 
4.64	 148708	 198113	 202245	 
4.65	 148752	 198068	 202197	 
4.66	 148796	 198024	 202151	 
4.67	 148845	 197991	 202116	 
4.68	 148895	 197967	 202092	 
4.69	 148946	 197956	 202082	 
4.7	 148949	 197953	 202081	 
4.71	 148877	 197963	 202096	 
4.72	 148708	 197981	 202121	 
4.73	 148444	 198010	 202158	 
4.74	 148105	 198040	 202201	 
4.75	 147730	 198065	 202239	 
4.76	 147355	 198092	 202284	 
4.77	 147005	 198107	 202319	 
4.78	 146710	 198111	 202345	 
4.79	 146475	 198101	 202359	 
4.8	 146309	 198076	 202360	 
4.81	 146225	 198045	 202353	 
4.82	 146199	 197993	 202326	 
4.83	 146256	 197938	 202291	 
4.84	 146393	 197881	 202251	 
4.85	 146597	 197822	 202205	 
4.86	 146873	 197768	 202158	 
4.87	 147230	 197722	 202113	 
4.88	 147635	 197691	 202077	 
4.89	 148094	 197682	 202056	 
4.9	 148584	 197694	 202048	 
4.91	 149080	 197728	 202057	 
4.92	 149572	 197793	 202091	 
4.93	 150039	 197887	 202150	 
4.94	 150460	 198002	 202227	 
4.95	 150830	 198136	 202322	 
4.96	 151143	 198293	 202440	 
4.97	 151399	 198462	 202573	 
4.98	 151603	 198636	 202714	 
4.99	 151756	 198807	 202858	 
5	 151868	 198972	 203002	 
5.01	 151960	 199124	 203140	 
5.02	 152018	 199253	 203263	 
5.03	 152063	 199353	 203366	 
5.04	 152111	 199429	 203451	 
5.05	 152166	 199470	 203508	 
5.06	 152218	 199469	 203527	 
5.07	 152304	 199448	 203531	 
5.08	 152400	 199390	 203498	 
5.09	 152517	 199302	 203435	 
5.1	 152649	 199190	 203345	 
5.11	 152805	 199065	 203239	 
5.12	 152956	 198925	 203110	 
5.13	 153102	 198776	 202966	 
5.14	 153235	 198631	 202817	 
5.15	 153346	 198489	 202663	 
5.16	 153431	 198366	 202518	 
5.17	 153480	 198256	 202378	 
5.18	 153479	 198162	 202248	 
5.19	 153432	 198088	 202132	 
5.2	 153349	 198039	 202037	 
5.21	 153219	 198006	 201957	 
5.22	 153047	 197993	 201899	 
5.23	 152853	 198000	 201862	 
5.24	 152630	 198014	 201838	 
5.25	 152400	 198040	 201833	 
5.26	 152157	 198074	 201845	 
5.27	 151915	 198101	 201860	 
5.28	 151691	 198119	 201876	 
5.29	 151490	 198138	 201903	 
5.3	 151313	 198139	 201924	 
5.31	 151161	 198125	 201938	 
5.32	 151043	 198097	 201946	 
5.33	 150960	 198051	 201943	 
5.34	 150911	 197995	 201932	 
5.35	 150878	 197917	 201900	 
5.36	 150874	 197826	 201856	 
5.37	 150887	 197728	 201800	 
5.38	 150911	 197626	 201735	 
5.39	 150945	 197516	 201656	 
5.4	 150980	 197410	 201571	 
5.41	 151002	 197303	 201476	 
5.42	 151027	 197204	 201379	 
5.43	 151047	 197112	 201279	 
5.44	 151047	 197031	 201181	 
5.45	 151044	 196960	 201084	 
5.46	 151042	 196908	 201000	 
5.47	 151029	 196867	 200921	 
5.48	 151014	 196830	 200843	 
5.49	 151016	 196816	 200785	 
5.5	 151030	 196814	 200741	 
5.51	 151052	 196813	 200698	 
5.52	 151101	 196822	 200669	 
5.53	 151172	 196840	 200655	 
5.54	 151270	 196862	 200650	 
5.55	 151393	 196886	 200653	 
5.56	 151547	 196910	 200663	 
5.57	 151721	 196933	 200678	 
5.58	 151919	 196956	 200699	 
5.59	 152133	 196977	 200722	 
5.6	 152367	 196992	 200743	 
5.61	 152606	 197012	 200772	 
5.62	 152843	 197026	 200796	 
5.63	 153076	 197033	 200813	 
5.64	 153291	 197039	 200826	 
5.65	 153504	 197046	 200838	 
5.66	 153684	 197047	 200838	 
5.67	 153838	 197045	 200832	 
5.68	 153965	 197041	 200819	 
5.69	 154065	 197030	 200793	 
5.7	 154137	 197024	 200766	 
5.71	 154169	 197006	 200723	 
5.72	 154175	 196984	 200671	 
5.73	 154157	 196951	 200607	 
5.74	 154119	 196923	 200543	 
5.75	 154057	 196882	 200467	 
5.76	 153982	 196835	 200386	 
5.77	 153894	 196779	 200297	 
5.78	 153807	 196718	 200207	 
5.79	 153711	 196651	 200115	 
5.8	 153621	 196584	 200028	 
5.81	 153521	 196503	 199934	 
5.82	 153432	 196425	 199848	 
5.83	 153353	 196342	 199765	 
5.84	 153279	 196261	 199689	 
5.85	 153201	 196177	 199617	 
5.86	 153135	 196094	 199552	 
5.87	 153068	 196018	 199498	 
5.88	 153005	 195939	 199446	 
5.89	 152934	 195869	 199405	 
5.9	 152860	 195803	 199371	 
5.91	 152788	 195742	 199341	 
5.92	 152705	 195686	 199318	 
5.93	 152622	 195638	 199301	 
5.94	 152532	 195594	 199286	 
5.95	 152435	 195552	 199270	 
5.96	 152333	 195509	 199252	 
5.97	 152229	 195470	 199235	 
5.98	 152135	 195434	 199217	 
5.99	 152027	 195383	 199181	 
6	 151930	 195335	 199146	 
6.01	 151837	 195285	 199108	 
6.02	 151759	 195227	 199059	 
6.03	 151688	 195156	 198997	 
6.04	 151627	 195082	 198931	 
6.05	 151589	 195006	 198863	 
6.06	 151561	 194920	 198786	 
6.07	 151553	 194825	 198701	 
6.08	 151554	 194727	 198616	 
6.09	 151569	 194626	 198528	 
6.1	 151613	 194532	 198448	 
6.11	 151654	 194430	 198363	 
6.12	 151704	 194322	 198272	 
6.13	 151765	 194228	 198197	 
6.14	 151840	 194139	 198126	 
6.15	 151921	 194057	 198063	 
6.16	 151991	 193980	 198006	 
6.17	 152076	 193911	 197956	 
6.18	 152160	 193855	 197917	 
6.19	 152236	 193804	 197881	 
6.2	 152316	 193762	 197854	 
6.21	 152395	 193727	 197831	 
6.22	 152474	 193699	 197812	 
6.23	 152547	 193678	 197799	 
6.24	 152616	 193660	 197785	 
6.25	 152693	 193647	 197775	 
6.26	 152753	 193626	 197754	 
6.27	 152826	 193614	 197741	 
6.28	 152886	 193596	 197719	 
6.29	 152946	 193571	 197690	 
6.3	 152996	 193540	 197654	 
6.31	 153048	 193510	 197617	 
6.32	 153091	 193468	 197568	 
6.33	 153129	 193423	 197515	 
6.34	 153149	 193366	 197450	 
6.35	 153175	 193305	 197381	 
6.36	 153178	 193234	 197303	 
6.37	 153178	 193162	 197223	 
6.38	 153158	 193083	 197138	 
6.39	 153129	 192999	 197047	 
6.4	 153085	 192912	 196955	 
6.41	 153028	 192824	 196861	 
6.42	 152962	 192733	 196764	 
6.43	 152881	 192642	 196669	 
6.44	 152788	 192549	 196573	 
6.45	 152693	 192464	 196483	 
6.46	 152593	 192381	 196397	 
6.47	 152484	 192294	 196307	 
6.48	 152374	 192213	 196224	 
6.49	 152266	 192135	 196144	 
6.5	 152160	 192068	 196075	 
6.51	 152062	 191999	 196004	 
6.52	 151960	 191928	 195932	 
6.53	 151863	 191862	 195864	 
6.54	 151778	 191801	 195803	 
6.55	 151703	 191742	 195743	 
6.56	 151628	 191681	 195681	 
6.57	 151557	 191622	 195621	 
6.58	 151498	 191565	 195564	 
6.59	 151442	 191499	 195498	 
6.6	 151389	 191439	 195438	 
6.61	 151338	 191375	 195375	 
6.62	 151304	 191310	 195311	 
6.63	 151257	 191241	 195242	 
6.64	 151216	 191163	 195166	 
6.65	 151181	 191089	 195093	 
6.66	 151149	 191007	 195013	 
6.67	 151115	 190921	 194929	 
6.68	 151091	 190836	 194847	 
6.69	 151066	 190742	 194756	 
6.7	 151046	 190655	 194671	 
6.71	 151030	 190553	 194573	 
6.72	 151019	 190452	 194476	 
6.73	 151025	 190358	 194384	 
6.74	 151029	 190257	 194286	 
6.75	 151041	 190160	 194192	 
6.76	 151057	 190058	 194093	 
6.77	 151085	 189961	 193999	 
6.78	 151122	 189867	 193906	 
6.79	 151170	 189780	 193820	 
6.8	 151211	 189690	 193731	 
6.81	 151264	 189607	 193648	 
6.82	 151322	 189529	 193568	 
6.83	 151375	 189452	 193488	 
6.84	 151436	 189380	 193413	 
6.85	 151494	 189315	 193345	 
6.86	 151551	 189252	 193276	 
6.87	 151610	 189191	 193210	 
6.88	 151662	 189136	 193148	 
6.89	 151702	 189076	 193081	 
6.9	 151750	 189023	 193021	 
6.91	 151782	 188961	 192950	 
6.92	 151808	 188901	 192881	 
6.93	 151832	 188842	 192812	 
6.94	 151837	 188774	 192733	 
6.95	 151845	 188708	 192658	 
6.96	 151845	 188641	 192578	 
6.97	 151844	 188570	 192495	 
6.98	 151827	 188496	 192408	 
6.99	 151809	 188413	 192312	 
7	 151782	 188331	 192215	 
7.01	 151752	 188250	 192119	 
7.02	 151713	 188159	 192012	 
7.03	 151679	 188073	 191909	 
7.04	 151641	 187987	 191804	 
7.05	 151592	 187900	 191698	 
7.06	 151538	 187809	 191586	 
7.07	 151488	 187722	 191477	 
7.08	 151442	 187644	 191376	 
7.09	 151390	 187564	 191272	 
7.1	 151326	 187484	 191168	 
7.11	 151274	 187412	 191070	 
7.12	 151221	 187343	 190974	 
7.13	 151166	 187280	 190885	 
7.14	 151118	 187216	 190794	 
7.15	 151066	 187159	 190711	 
7.16	 151017	 187105	 190629	 
7.17	 150972	 187052	 190549	 
7.18	 150927	 186998	 190468	 
7.19	 150895	 186954	 190398	 
7.2	 150858	 186904	 190322	 
7.21	 150831	 186860	 190252	 
7.22	 150807	 186809	 190177	 
7.23	 150795	 186763	 190106	 
7.24	 150780	 186713	 190033	 
7.25	 150771	 186657	 189953	 
7.26	 150769	 186598	 189871	 
7.27	 150780	 186543	 189793	 
7.28	 150789	 186481	 189709	 
7.29	 150803	 186413	 189619	 
7.3	 150827	 186347	 189530	 
7.31	 150857	 186278	 189439	 
7.32	 150893	 186208	 189345	 
7.33	 150932	 186137	 189251	 
7.34	 150977	 186065	 189156	 
7.35	 151025	 185994	 189062	 
7.36	 151077	 185923	 188968	 
7.37	 151140	 185853	 188874	 
7.38	 151196	 185777	 188775	 
7.39	 151257	 185714	 188688	 
7.4	 151326	 185647	 188599	 
7.41	 151399	 185584	 188513	 
7.42	 151470	 185522	 188429	 
7.43	 151548	 185468	 188354	 
7.44	 151629	 185406	 188271	 
7.45	 151702	 185349	 188194	 
7.46	 151788	 185295	 188121	 
7.47	 151875	 185242	 188049	 
7.48	 151955	 185187	 187977	 
7.49	 152039	 185139	 187912	 
7.5	 152118	 185085	 187842	 
7.51	 152204	 185034	 187775	 
7.52	 152283	 184981	 187707	 
7.53	 152357	 184928	 187640	 
7.54	 152431	 184873	 187570	 
7.55	 152507	 184820	 187501	 
7.56	 152576	 184764	 187430	 
7.57	 152644	 184708	 187358	 
7.58	 152702	 184651	 187285	 
7.59	 152757	 184590	 187208	 
7.6	 152814	 184531	 187132	 
7.61	 152854	 184466	 187049	 
7.62	 152891	 184405	 186968	 
7.63	 152934	 184345	 186888	 
7.64	 152972	 184283	 186803	 
7.65	 153011	 184221	 186708	 
7.66	 153038	 184160	 186595	 
7.67	 153068	 184097	 186453	 
7.68	 153093	 184033	 186280	 
7.69	 153123	 183974	 186084	 
7.7	 153148	 183912	 185863	 
7.71	 153174	 183852	 185630	 
7.72	 153197	 183794	 185390	 
7.73	 153223	 183734	 185146	 
7.74	 153245	 183671	 184901	 
7.75	 153271	 183614	 184668	 
