Time	 FAIRTEN4	 FAIRTEN5	 FAIRTEN6	 
20.73	 155464	 186624	 184911	 
20.74	 155473	 186488	 184726	 
20.75	 155481	 186352	 184542	 
20.76	 155472	 186202	 184343	 
20.77	 155473	 186056	 184147	 
20.78	 155476	 185905	 183947	 
20.79	 155473	 185757	 183748	 
20.8	 155477	 185616	 183555	 
20.81	 155482	 185481	 183364	 
20.82	 155483	 185347	 183173	 
20.83	 155488	 185233	 182999	 
20.84	 155485	 185130	 182831	 
20.85	 155478	 185033	 182667	 
20.86	 155466	 184957	 182519	 
20.87	 155439	 184892	 182380	 
20.88	 155406	 184841	 182251	 
20.89	 155364	 184802	 182131	 
20.9	 155306	 184771	 182016	 
20.91	 155235	 184747	 181905	 
20.92	 155158	 184735	 181804	 
20.93	 155068	 184723	 181700	 
20.94	 154972	 184711	 181596	 
20.95	 154863	 184700	 181490	 
20.96	 154763	 184686	 181381	 
20.97	 154666	 184669	 181269	 
20.98	 154559	 184642	 181146	 
20.99	 154463	 184606	 181014	 
21	 154378	 184566	 180879	 
21.01	 154301	 184516	 180734	 
21.02	 154238	 184457	 180581	 
21.03	 154178	 184386	 180417	 
21.04	 154134	 184312	 180250	 
21.05	 154114	 184235	 180081	 
21.06	 154099	 184155	 179909	 
21.07	 154095	 184068	 179732	 
21.08	 154111	 183986	 179560	 
21.09	 154137	 183910	 179395	 
21.1	 154167	 183834	 179229	 
21.11	 154206	 183765	 179072	 
21.12	 154260	 183703	 178922	 
21.13	 154321	 183652	 178784	 
21.14	 154388	 183605	 178651	 
21.15	 154466	 183571	 178531	 
21.16	 154543	 183547	 178422	 
21.17	 154640	 183533	 178326	 
21.18	 154749	 183524	 178236	 
21.19	 154863	 183523	 178155	 
21.2	 154986	 183528	 178083	 
21.21	 155110	 183533	 178014	 
21.22	 155251	 183539	 177948	 
21.23	 155404	 183547	 177888	 
21.24	 155557	 183551	 177827	 
21.25	 155722	 183548	 177763	 
21.26	 155894	 183542	 177700	 
21.27	 156071	 183531	 177635	 
21.28	 156251	 183509	 177564	 
21.29	 156433	 183480	 177490	 
21.3	 156608	 183439	 177407	 
21.31	 156791	 183394	 177325	 
21.32	 156967	 183339	 177237	 
21.33	 157132	 183274	 177142	 
21.34	 157289	 183199	 177042	 
21.35	 157449	 183123	 176944	 
21.36	 157599	 183044	 176846	 
21.37	 157732	 182962	 176748	 
21.38	 157855	 182877	 176651	 
21.39	 157977	 182793	 176557	 
21.4	 158084	 182714	 176470	 
21.41	 158181	 182628	 176380	 
21.42	 158274	 182557	 176306	 
21.43	 158364	 182486	 176235	 
21.44	 158442	 182417	 176169	 
21.45	 158509	 182351	 176108	 
21.46	 158582	 182300	 176063	 
21.47	 158645	 182244	 176016	 
21.48	 158707	 182199	 175983	 
21.49	 158779	 182158	 175956	 
21.5	 158835	 182115	 175927	 
21.51	 158892	 182074	 175905	 
21.52	 158953	 182039	 175889	 
21.53	 159009	 182000	 175872	 
21.54	 159053	 181960	 175855	 
21.55	 159098	 181916	 175835	 
21.56	 159139	 181871	 175817	 
21.57	 159181	 181824	 175799	 
21.58	 159213	 181773	 175777	 
21.59	 159250	 181717	 175751	 
21.6	 159278	 181655	 175721	 
21.61	 159307	 181590	 175689	 
21.62	 159336	 181523	 175655	 
21.63	 159361	 181448	 175615	 
21.64	 159391	 181370	 175573	 
21.65	 159431	 181295	 175533	 
21.66	 159473	 181213	 175488	 
21.67	 159513	 181131	 175444	 
21.68	 159562	 181052	 175404	 
21.69	 159633	 180982	 175373	 
21.7	 159697	 180907	 175338	 
21.71	 159779	 180836	 175308	 
21.72	 159876	 180770	 175284	 
21.73	 159972	 180707	 175264	 
21.74	 160088	 180655	 175256	 
21.75	 160211	 180602	 175248	 
21.76	 160345	 180560	 175252	 
21.77	 160481	 180515	 175254	 
21.78	 160640	 180479	 175267	 
21.79	 160796	 180451	 175289	 
21.8	 160960	 180422	 175312	 
21.81	 161127	 180389	 175331	 
21.82	 161307	 180365	 175362	 
21.83	 161480	 180341	 175395	 
21.84	 161668	 180314	 175426	 
21.85	 161846	 180280	 175453	 
21.86	 162027	 180250	 175486	 
21.87	 162214	 180211	 175513	 
21.88	 162398	 180171	 175540	 
21.89	 162585	 180130	 175569	 
21.9	 162769	 180078	 175590	 
21.91	 162952	 180027	 175614	 
21.92	 163133	 179964	 175630	 
21.93	 163308	 179902	 175649	 
21.94	 163487	 179834	 175665	 
21.95	 163657	 179762	 175681	 
21.96	 163827	 179684	 175694	 
21.97	 163992	 179608	 175711	 
21.98	 164152	 179535	 175734	 
21.99	 164308	 179454	 175753	 
22	 164459	 179375	 175777	 
22.01	 164600	 179299	 175805	 
22.02	 164742	 179222	 175836	 
22.03	 164875	 179146	 175870	 
22.04	 164996	 179075	 175913	 
22.05	 165110	 179006	 175959	 
22.06	 165223	 178934	 176005	 
22.07	 165325	 178871	 176062	 
22.08	 165417	 178808	 176120	 
22.09	 165506	 178745	 176181	 
22.1	 165582	 178683	 176245	 
22.11	 165656	 178617	 176306	 
22.12	 165723	 178551	 176369	 
22.13	 165787	 178490	 176438	 
22.14	 165847	 178429	 176508	 
22.15	 165902	 178359	 176571	 
22.16	 165952	 178288	 176632	 
22.17	 165996	 178217	 176695	 
22.18	 166040	 178142	 176754	 
22.19	 166076	 178062	 176808	 
22.2	 166117	 177982	 176862	 
22.21	 166158	 177899	 176913	 
22.22	 166197	 177817	 176964	 
22.23	 166235	 177728	 177007	 
22.24	 166267	 177639	 177050	 
22.25	 166315	 177556	 177096	 
22.26	 166361	 177467	 177136	 
22.27	 166408	 177384	 177178	 
22.28	 166453	 177299	 177219	 
22.29	 166512	 177226	 177267	 
22.3	 166569	 177148	 177310	 
22.31	 166626	 177076	 177354	 
22.32	 166702	 177014	 177407	 
22.33	 166775	 176949	 177454	 
22.34	 166851	 176892	 177506	 
22.35	 166937	 176837	 177557	 
22.36	 167035	 176798	 177621	 
22.37	 167134	 176753	 177677	 
22.38	 167235	 176712	 177733	 
22.39	 167352	 176680	 177794	 
22.4	 167470	 176651	 177857	 
22.41	 167596	 176626	 177920	 
22.42	 167727	 176600	 177980	 
22.43	 167863	 176580	 178042	 
22.44	 168004	 176558	 178100	 
22.45	 168147	 176537	 178157	 
22.46	 168295	 176519	 178214	 
22.47	 168442	 176501	 178268	 
22.48	 168594	 176483	 178320	 
22.49	 168742	 176462	 178368	 
22.5	 168891	 176448	 178419	 
22.51	 169044	 176433	 178468	 
22.52	 169186	 176412	 178510	 
22.53	 169338	 176393	 178551	 
22.54	 169482	 176377	 178594	 
22.55	 169622	 176357	 178633	 
22.56	 169758	 176339	 178671	 
22.57	 169893	 176323	 178711	 
22.58	 170027	 176308	 178749	 
22.59	 170158	 176299	 178795	 
22.6	 170283	 176286	 178835	 
22.61	 170396	 176273	 178874	 
22.62	 170515	 176268	 178920	 
22.63	 170631	 176264	 178968	 
22.64	 170736	 176261	 179016	 
22.65	 170837	 176260	 179066	 
22.66	 170940	 176260	 179117	 
22.67	 171029	 176260	 179167	 
22.68	 171125	 176267	 179224	 
22.69	 171207	 176265	 179273	 
22.7	 171287	 176268	 179326	 
22.71	 171369	 176278	 179386	 
22.72	 171443	 176279	 179437	 
22.73	 171513	 176284	 179490	 
22.74	 171580	 176286	 179542	 
22.75	 171639	 176284	 179590	 
22.76	 171708	 176288	 179643	 
22.77	 171773	 176290	 179694	 
22.78	 171833	 176285	 179738	 
22.79	 171896	 176284	 179786	 
22.8	 171948	 176276	 179827	 
22.81	 172015	 176273	 179873	 
22.82	 172073	 176264	 179912	 
22.83	 172141	 176257	 179952	 
22.84	 172213	 176249	 179991	 
22.85	 172288	 176247	 180035	 
22.86	 172362	 176235	 180068	 
22.87	 172444	 176229	 180107	 
22.88	 172531	 176219	 180140	 
22.89	 172625	 176216	 180180	 
22.9	 172719	 176206	 180214	 
22.91	 172833	 176192	 180253	 
22.92	 172954	 176149	 180295	 
22.93	 173073	 176024	 180328	 
22.94	 173205	 175803	 180368	 
22.95	 173343	 175467	 180409	 
22.96	 173492	 175027	 180450	 
22.97	 173634	 174500	 180483	 
22.98	 173773	 173914	 180509	 
22.99	 173916	 173300	 180531	 
23	 174052	 172679	 180542	 
23.01	 174189	 172065	 180529	 
23.02	 174307	 171472	 180459	 
23.03	 174429	 170921	 180300	 
23.04	 174550	 170434	 180028	 
23.05	 174666	 170032	 179640	 
23.06	 174788	 169737	 179152	 
23.07	 174911	 169569	 178591	 
23.08	 175048	 169538	 177980	 
23.09	 175196	 169653	 177348	 
23.1	 175355	 169907	 176714	 
23.11	 175534	 170296	 176104	 
23.12	 175732	 170794	 175530	 
23.13	 175960	 171381	 175020	 
23.14	 176214	 172027	 174598	 
23.15	 176494	 172692	 174279	 
23.16	 176801	 173355	 174097	 
23.17	 177131	 173982	 174062	 
23.18	 177483	 174553	 174188	 
23.19	 177852	 175049	 174477	 
23.2	 178234	 175457	 174921	 
23.21	 178631	 175777	 175509	 
23.22	 179016	 175997	 176203	 
23.23	 179398	 176131	 176982	 
23.24	 179768	 176190	 177810	 
23.25	 180124	 176183	 178645	 
23.26	 180455	 176127	 179453	 
23.27	 180763	 176045	 180203	 
23.28	 181042	 175950	 180865	 
23.29	 181299	 175865	 181422	 
23.3	 181531	 175806	 181857	 
23.31	 181735	 175779	 182160	 
23.32	 181919	 175796	 182334	 
23.33	 182085	 175860	 182384	 
23.34	 182243	 175972	 182324	 
23.35	 182394	 176124	 182171	 
23.36	 182542	 176314	 181954	 
23.37	 182694	 176520	 181688	 
23.38	 182851	 176732	 181403	 
23.39	 183031	 176948	 181135	 
23.4	 183226	 177141	 180894	 
23.41	 183439	 177312	 180716	 
23.42	 183667	 177448	 180612	 
23.43	 183923	 177536	 180588	 
23.44	 184199	 177578	 180656	 
23.45	 184489	 177568	 180812	 
23.46	 184807	 177517	 181060	 
23.47	 185135	 177414	 181378	 
23.48	 185476	 177269	 181757	 
23.49	 185812	 177082	 182175	 
23.5	 186162	 176872	 182626	 
23.51	 186508	 176633	 183077	 
23.52	 186848	 176380	 183517	 
23.53	 187191	 176126	 183934	 
23.54	 187524	 175862	 184296	 
23.55	 187848	 175597	 184595	 
23.56	 188168	 175342	 184824	 
23.57	 188467	 175088	 184966	 
23.58	 188764	 174845	 185021	 
23.59	 189059	 174619	 184995	 
23.6	 189340	 174400	 184878	 
23.61	 189626	 174192	 184680	 
23.62	 189904	 173991	 184405	 
23.63	 190190	 173803	 184068	 
23.64	 190479	 173630	 183686	 
23.65	 190767	 173459	 183257	 
23.66	 191070	 173299	 182808	 
23.67	 191387	 173156	 182358	 
23.68	 191709	 173019	 181912	 
23.69	 192045	 172893	 181489	 
23.7	 192395	 172780	 181103	 
23.71	 192764	 172680	 180767	 
23.72	 193148	 172593	 180490	 
23.73	 193542	 172509	 180270	 
23.74	 193946	 172446	 180130	 
23.75	 194373	 172395	 180061	 
23.76	 194798	 172358	 180066	 
23.77	 195247	 172338	 180144	 
23.78	 195702	 172337	 180288	 
23.79	 196167	 172359	 180496	 
23.8	 196642	 172394	 180746	 
23.81	 197116	 172451	 181034	 
23.82	 197601	 172535	 181352	 
23.83	 198093	 172639	 181679	 
23.84	 198590	 172769	 182008	 
23.85	 199080	 172916	 182319	 
23.86	 199578	 173089	 182613	 
23.87	 200075	 173287	 182879	 
23.88	 200572	 173504	 183110	 
23.89	 201063	 173735	 183300	 
23.9	 201555	 173985	 183455	 
23.91	 202046	 174237	 183568	 
23.92	 202527	 174498	 183652	 
23.93	 203007	 174760	 183713	 
23.94	 203491	 175020	 183760	 
23.95	 203955	 175260	 183793	 
23.96	 204428	 175496	 183840	 
23.97	 204900	 175708	 183898	 
23.98	 205370	 175903	 183985	 
23.99	 205833	 176071	 184104	 
24	 206301	 176217	 184268	 
24.01	 206767	 176339	 184479	 
24.02	 207242	 176444	 184748	 
24.03	 207724	 176524	 185064	 
24.04	 208219	 176595	 185437	 
24.05	 208706	 176648	 185852	 
24.06	 209215	 176698	 186313	 
24.07	 209737	 176745	 186809	 
24.08	 210269	 176793	 187328	 
24.09	 210815	 176848	 187862	 
24.1	 211379	 176911	 188402	 
24.11	 211958	 176987	 188939	 
24.12	 212540	 177069	 189456	 
24.13	 213150	 177174	 189959	 
24.14	 213775	 177284	 190426	 
24.15	 214397	 177403	 190858	 
24.16	 215030	 177523	 191246	 
24.17	 215674	 177643	 191590	 
24.18	 216332	 177768	 191898	 
24.19	 216982	 177876	 192157	 
24.2	 217634	 177971	 192376	 
24.21	 218290	 178049	 192560	 
24.22	 218942	 178105	 192712	 
24.23	 219587	 178142	 192845	 
24.24	 220222	 178141	 192947	 
24.25	 220859	 178115	 193036	 
24.26	 221480	 178063	 193119	 
24.27	 222103	 177986	 193200	 
24.28	 222720	 177893	 193288	 
24.29	 223320	 177769	 193370	 
24.3	 223928	 177640	 193472	 
24.31	 224530	 177501	 193583	 
24.32	 225134	 177361	 193708	 
24.33	 225740	 177221	 193843	 
24.34	 226350	 177090	 193991	 
24.35	 226967	 176979	 194156	 
24.36	 227599	 176889	 194333	 
24.37	 228241	 176823	 194518	 
24.38	 228893	 176781	 194705	 
24.39	 229567	 176778	 194905	 
24.4	 230253	 176801	 195101	 
24.41	 230958	 176859	 195298	 
24.42	 231669	 176943	 195488	 
24.43	 232407	 177063	 195679	 
24.44	 233150	 177204	 195859	 
24.45	 233908	 177370	 196033	 
24.46	 234674	 177554	 196199	 
24.47	 235449	 177752	 196358	 
24.48	 236231	 177961	 196511	 
24.49	 237007	 178167	 196652	 
24.5	 237778	 178378	 196792	 
24.51	 238559	 178591	 196935	 
24.52	 239320	 178792	 197074	 
24.53	 240079	 178987	 197219	 
24.54	 240825	 179171	 197369	 
24.55	 241555	 179341	 197527	 
24.56	 242270	 179505	 197700	 
24.57	 242971	 179658	 197886	 
24.58	 243637	 179795	 198081	 
24.59	 244285	 179930	 198297	 
24.6	 244907	 180055	 198525	 
24.61	 245510	 180180	 198771	 
24.62	 246091	 180301	 199030	 
24.63	 246653	 180427	 199305	 
24.64	 247197	 180558	 199592	 
24.65	 247734	 180700	 199895	 
24.66	 248251	 180845	 200202	 
24.67	 248758	 181005	 200518	 
24.68	 249261	 181172	 200837	 
24.69	 249759	 181349	 201156	 
24.7	 250247	 181533	 201473	 
24.71	 250745	 181732	 201794	 
24.72	 251240	 181928	 202102	 
24.73	 251735	 182124	 202401	 
24.74	 252235	 182325	 202698	 
24.75	 252749	 182518	 202982	 
24.76	 253258	 182704	 203256	 
24.77	 253768	 182877	 203519	 
24.78	 254283	 183032	 203766	 
24.79	 254799	 183170	 204004	 
24.8	 255317	 183291	 204232	 
24.81	 255824	 183384	 204441	 
24.82	 256329	 183457	 204642	 
24.83	 256827	 183504	 204827	 
24.84	 257311	 183528	 204999	 
24.85	 257796	 183536	 205162	 
24.86	 258262	 183518	 205307	 
24.87	 258709	 183481	 205436	 
24.88	 259154	 183434	 205555	 
24.89	 259582	 183375	 205659	 
24.9	 259989	 183301	 205739	 
24.91	 260398	 183233	 205817	 
24.92	 260791	 183154	 205867	 
24.93	 261167	 183073	 205899	 
24.94	 261547	 183001	 205919	 
24.95	 261914	 182927	 205915	 
24.96	 262281	 182862	 205898	 
24.97	 262645	 182803	 205862	 
24.98	 263010	 182747	 205806	 
24.99	 263383	 182708	 205744	 
25	 263755	 182670	 205664	 
25.01	 264126	 182638	 205569	 
25.02	 264509	 182611	 205462	 
25.03	 264903	 182593	 205350	 
25.04	 265296	 182578	 205231	 
25.05	 265691	 182562	 205100	 
25.06	 266092	 182548	 204965	 
25.07	 266504	 182540	 204832	 
25.08	 266907	 182526	 204691	 
25.09	 267308	 182508	 204545	 
25.1	 267709	 182499	 204406	 
25.11	 268103	 182486	 204264	 
25.12	 268485	 182469	 204116	 
25.13	 268859	 182458	 203976	 
25.14	 269214	 182445	 203831	 
25.15	 269555	 182439	 203692	 
25.16	 269873	 182431	 203547	 
25.17	 270178	 182431	 203406	 
25.18	 270468	 182444	 203271	 
25.19	 270726	 182449	 203122	 
25.2	 270966	 182467	 202977	 
25.21	 271183	 182493	 202834	 
25.22	 271381	 182528	 202692	 
25.23	 271557	 182567	 202547	 
25.24	 271710	 182611	 202399	 
25.25	 271852	 182668	 202259	 
25.26	 271965	 182724	 202115	 
25.27	 272067	 182787	 201975	 
25.28	 272160	 182852	 201837	 
25.29	 272232	 182920	 201704	 
25.3	 272289	 182988	 201575	 
25.31	 272342	 183051	 201447	 
25.32	 272387	 183120	 201333	 
25.33	 272420	 183180	 201219	 
25.34	 272438	 183235	 201112	 
25.35	 272456	 183283	 201009	 
25.36	 272466	 183324	 200910	 
25.37	 272474	 183360	 200820	 
25.38	 272469	 183387	 200732	 
25.39	 272461	 183411	 200653	 
25.4	 272446	 183425	 200574	 
25.41	 272420	 183429	 200493	 
25.42	 272375	 183424	 200409	 
25.43	 272324	 183414	 200327	 
25.44	 272262	 183395	 200237	 
25.45	 272187	 183371	 200143	 
25.46	 272100	 183344	 200047	 
25.47	 271997	 183305	 199934	 
25.48	 271876	 183254	 199806	 
25.49	 271745	 183201	 199669	 
25.5	 271592	 183144	 199523	 
25.51	 271425	 183074	 199356	 
25.52	 271246	 183002	 199179	 
25.53	 271054	 182921	 198986	 
25.54	 270837	 182824	 198770	 
25.55	 270617	 182727	 198546	 
25.56	 270383	 182620	 198305	 
25.57	 270134	 182503	 198048	 
25.58	 269871	 182377	 197777	 
25.59	 269603	 182240	 197490	 
25.6	 269327	 182098	 197194	 
25.61	 269046	 181950	 196887	 
25.62	 268759	 181790	 196565	 
25.63	 268464	 181629	 196238	 
25.64	 268169	 181460	 195899	 
25.65	 267869	 181287	 195552	 
25.66	 267573	 181116	 195201	 
25.67	 267269	 180938	 194837	 
25.68	 266959	 180765	 194473	 
25.69	 266661	 180594	 194102	 
25.7	 266352	 180425	 193725	 
25.71	 266046	 180264	 193348	 
25.72	 265735	 180108	 192965	 
25.73	 265423	 179958	 192578	 
25.74	 265105	 179813	 192185	 
25.75	 264787	 179682	 191796	 
25.76	 264461	 179557	 191402	 
25.77	 264128	 179434	 191001	 
25.78	 263800	 179329	 190608	 
25.79	 263456	 179224	 190207	 
25.8	 263113	 179132	 189811	 
25.81	 262761	 179043	 189414	 
25.82	 262404	 178963	 189021	 
25.83	 262033	 178885	 188627	 
25.84	 261652	 178809	 188234	 
25.85	 261276	 178742	 187850	 
25.86	 260882	 178675	 187469	 
25.87	 260477	 178609	 187090	 
25.88	 260066	 178546	 186718	 
25.89	 259652	 178485	 186353	 
25.9	 259224	 178424	 185993	 
25.91	 258792	 178368	 185645	 
25.92	 258350	 178312	 185301	 
25.93	 257906	 178256	 184963	 
25.94	 257452	 178205	 184637	 
25.95	 256994	 178156	 184319	 
25.96	 256521	 178105	 184004	 
25.97	 256035	 178059	 183700	 
25.98	 255535	 178020	 183407	 
25.99	 255017	 177980	 183120	 
26	 254482	 177941	 182837	 
26.01	 253921	 177910	 182568	 
26.02	 253334	 177876	 182301	 
26.03	 252721	 177840	 182037	 
26.04	 252080	 177812	 181787	 
26.05	 251411	 177781	 181539	 
26.06	 250708	 177739	 181287	 
26.07	 249978	 177700	 181045	 
26.08	 249211	 177657	 180805	 
26.09	 248424	 177606	 180565	 
26.1	 247613	 177550	 180327	 
26.11	 246772	 177486	 180089	 
26.12	 245914	 177410	 179846	 
26.13	 245040	 177324	 179601	 
26.14	 244160	 177235	 179361	 
26.15	 243272	 177132	 179113	 
26.16	 242385	 177023	 178864	 
26.17	 241493	 176901	 178608	 
26.18	 240602	 176767	 178344	 
26.19	 239734	 176635	 178086	 
26.2	 238866	 176492	 177820	 
26.21	 238022	 176346	 177551	 
26.22	 237187	 176196	 177280	 
26.23	 236367	 176042	 177003	 
26.24	 235573	 175889	 176727	 
26.25	 234793	 175735	 176447	 
26.26	 234018	 175575	 176159	 
26.27	 233263	 175419	 175871	 
26.28	 232524	 175267	 175584	 
26.29	 231799	 175113	 175291	 
26.3	 231092	 174966	 175001	 
26.31	 230395	 174822	 174710	 
26.32	 229703	 174675	 174413	 
26.33	 229021	 174533	 174117	 
26.34	 228352	 174396	 173823	 
26.35	 227687	 174251	 173519	 
26.36	 227029	 174115	 173221	 
26.37	 226377	 173972	 172914	 
26.38	 225736	 173836	 172612	 
26.39	 225102	 173701	 172309	 
26.4	 224472	 173559	 171998	 
26.41	 223852	 173419	 171688	 
26.42	 223239	 173283	 171381	 
26.43	 222634	 173147	 171072	 
26.44	 222041	 173009	 170761	 
26.45	 221460	 172881	 170459	 
26.46	 220884	 172748	 170150	 
26.47	 220324	 172619	 169845	 
26.48	 219775	 172495	 169545	 
26.49	 219241	 172378	 169250	 
26.5	 218712	 172260	 168956	 
26.51	 218201	 172148	 168666	 
26.52	 217696	 172047	 168388	 
26.53	 217207	 171954	 168120	 
26.54	 216730	 171866	 167858	 
26.55	 216263	 171787	 167606	 
26.56	 215797	 171712	 167363	 
26.57	 215343	 171647	 167132	 
26.58	 214893	 171589	 166912	 
26.59	 214454	 171543	 166709	 
26.6	 214012	 171494	 166510	 
26.61	 213567	 171453	 166324	 
26.62	 213131	 171425	 166157	 
26.63	 212683	 171396	 165997	 
26.64	 212232	 171367	 165845	 
26.65	 211773	 171345	 165707	 
26.66	 211310	 171318	 165571	 
26.67	 210841	 171297	 165449	 
26.68	 210361	 171281	 165340	 
26.69	 209867	 171257	 165231	 
26.7	 209367	 171232	 165127	 
26.71	 208854	 171211	 165035	 
26.72	 208337	 171183	 164942	 
26.73	 207813	 171153	 164854	 
26.74	 207279	 171123	 164772	 
26.75	 206744	 171094	 164697	 
26.76	 206203	 171064	 164625	 
26.77	 205665	 171027	 164552	 
26.78	 205118	 170996	 164489	 
26.79	 204575	 170960	 164426	 
26.8	 204035	 170925	 164367	 
26.81	 203495	 170891	 164314	 
26.82	 202955	 170859	 164265	 
26.83	 202425	 170828	 164220	 
26.84	 201893	 170798	 164177	 
26.85	 201372	 170775	 164145	 
26.86	 200844	 170748	 164110	 
26.87	 200321	 170721	 164076	 
26.88	 199805	 170700	 164050	 
26.89	 199289	 170683	 164028	 
26.9	 198776	 170668	 164007	 
26.91	 198264	 170652	 163985	 
26.92	 197758	 170640	 163966	 
26.93	 197247	 170629	 163946	 
26.94	 196739	 170618	 163925	 
26.95	 196225	 170604	 163899	 
26.96	 195726	 170599	 163879	 
26.97	 195224	 170590	 163852	 
26.98	 194722	 170583	 163824	 
26.99	 194225	 170575	 163792	 
27	 193737	 170566	 163756	 
27.01	 193259	 170567	 163726	 
27.02	 192777	 170561	 163686	 
27.03	 192299	 170559	 163645	 
27.04	 191844	 170559	 163605	 
27.05	 191388	 170563	 163563	 
27.06	 190943	 170567	 163519	 
27.07	 190514	 170575	 163475	 
27.08	 190093	 170587	 163433	 
27.09	 189689	 170609	 163398	 
27.1	 189288	 170633	 163362	 
27.11	 188904	 170660	 163326	 
27.12	 188530	 170693	 163297	 
27.13	 188175	 170741	 163278	 
27.14	 187832	 170787	 163257	 
27.15	 187494	 170841	 163243	 
27.16	 187169	 170907	 163238	 
27.17	 186859	 170976	 163238	 
27.18	 186548	 171045	 163237	 
27.19	 186254	 171131	 163251	 
27.2	 185969	 171220	 163270	 
27.21	 185685	 171309	 163290	 
27.22	 185417	 171406	 163320	 
27.23	 185145	 171510	 163357	 
27.24	 184884	 171617	 163399	 
27.25	 184622	 171722	 163441	 
27.26	 184370	 171831	 163490	 
27.27	 184124	 171948	 163550	 
27.28	 183876	 172059	 163608	 
27.29	 183630	 172172	 163671	 
27.3	 183397	 172292	 163746	 
27.31	 183163	 172409	 163821	 
27.32	 182925	 172521	 163897	 
27.33	 182698	 172636	 163980	 
27.34	 182469	 172752	 164069	 
27.35	 182247	 172872	 164166	 
27.36	 182032	 172994	 164271	 
27.37	 181823	 173115	 164379	 
27.38	 181607	 173226	 164481	 
27.39	 181400	 173348	 164600	 
27.4	 181202	 173468	 164719	 
27.41	 181002	 173591	 164845	 
27.42	 180802	 173715	 164975	 
27.43	 180604	 173834	 165103	 
27.44	 180411	 173958	 165239	 
27.45	 180224	 174084	 165379	 
27.46	 180034	 174213	 165525	 
27.47	 179845	 174340	 165669	 
27.48	 179650	 174466	 165813	 
27.49	 179464	 174595	 165961	 
27.5	 179270	 174717	 166104	 
27.51	 179071	 174844	 166250	 
27.52	 178874	 174967	 166394	 
27.53	 178677	 175089	 166536	 
27.54	 178479	 175213	 166680	 
27.55	 178273	 175333	 166820	 
27.56	 178066	 175450	 166955	 
27.57	 177862	 175574	 167097	 
27.58	 177647	 175688	 167228	 
27.59	 177438	 175802	 167356	 
27.6	 177226	 175913	 167480	 
27.61	 177015	 176025	 167604	 
27.62	 176804	 176141	 167729	 
27.63	 176601	 176254	 167849	 
27.64	 176394	 176370	 167971	 
27.65	 176186	 176480	 168082	 
27.66	 175980	 176592	 168192	 
27.67	 175777	 176711	 168308	 
27.68	 175583	 176830	 168418	 
27.69	 175384	 176947	 168524	 
27.7	 175198	 177074	 168636	 
27.71	 175010	 177197	 168740	 
27.72	 174826	 177323	 168844	 
27.73	 174650	 177460	 168956	 
27.74	 174480	 177597	 169062	 
27.75	 174315	 177737	 169171	 
27.76	 174152	 177884	 169282	 
27.77	 173986	 178027	 169387	 
27.78	 173838	 178178	 169497	 
27.79	 173690	 178330	 169607	 
27.8	 173539	 178482	 169715	 
27.81	 173406	 178639	 169827	 
27.82	 173272	 178801	 169943	 
27.83	 173141	 178957	 170052	 
27.84	 173018	 179120	 170168	 
27.85	 172904	 179284	 170287	 
27.86	 172798	 179446	 170404	 
27.87	 172691	 179608	 170522	 
27.88	 172594	 179775	 170647	 
27.89	 172506	 179942	 170774	 
27.9	 172420	 180101	 170895	 
27.91	 172340	 180265	 171023	 
27.92	 172271	 180431	 171156	 
27.93	 172211	 180593	 171287	 
27.94	 172152	 180755	 171421	 
27.95	 172101	 180920	 171560	 
27.96	 172067	 181084	 171703	 
27.97	 172032	 181245	 171844	 
27.98	 172006	 181406	 171988	 
27.99	 171986	 181569	 172137	 
28	 171967	 181727	 172285	 
28.01	 171964	 181891	 172441	 
28.02	 171961	 182049	 172593	 
28.03	 171961	 182206	 172747	 
28.04	 171973	 182371	 172913	 
28.05	 171985	 182525	 173070	 
28.06	 171999	 182676	 173225	 
28.07	 172018	 182837	 173394	 
28.08	 172035	 182985	 173552	 
28.09	 172057	 183135	 173713	 
28.1	 172078	 183279	 173871	 
28.11	 172103	 183423	 174031	 
28.12	 172124	 183567	 174193	 
28.13	 172153	 183703	 174348	 
28.14	 172176	 183840	 174505	 
28.15	 172197	 183972	 174659	 
28.16	 172219	 184103	 174812	 
28.17	 172239	 184228	 174959	 
28.18	 172258	 184347	 175102	 
28.19	 172272	 184466	 175243	 
28.2	 172290	 184579	 175380	 
28.21	 172311	 184693	 175516	 
28.22	 172321	 184805	 175649	 
28.23	 172337	 184908	 175773	 
28.24	 172351	 185018	 175902	 
28.25	 172368	 185124	 176024	 
28.26	 172376	 185224	 176139	 
28.27	 172386	 185327	 176255	 
28.28	 172393	 185424	 176363	 
28.29	 172410	 185523	 176472	 
28.3	 172415	 185622	 176576	 
28.31	 172423	 185719	 176676	 
28.32	 172430	 185818	 176777	 
28.33	 172433	 185915	 176871	 
28.34	 172443	 186019	 176971	 
28.35	 172447	 186117	 177062	 
28.36	 172448	 186219	 177154	 
28.37	 172456	 186324	 177248	 
28.38	 172455	 186423	 177333	 
28.39	 172451	 186528	 177422	 
28.4	 172449	 186628	 177503	 
28.41	 172454	 186737	 177593	 
28.42	 172447	 186838	 177675	 
28.43	 172449	 186940	 177756	 
28.44	 172449	 187046	 177840	 
28.45	 172446	 187149	 177922	 
28.46	 172448	 187252	 178003	 
28.47	 172449	 187353	 178084	 
28.48	 172446	 187454	 178164	 
