 
      1    378    154      1
    1  0.5091497E+01  0.1789771E+01 -0.3406250E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5091497E+01  0.1789771E+01 -0.2718750E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5363832E+01  0.5965903E+00 -0.3406250E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5363832E+01  0.5965903E+00 -0.2718750E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5091497E+01  0.1789771E+01 -0.2031250E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5091497E+01  0.1789771E+01 -0.1343750E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5363832E+01  0.5965903E+00 -0.2031250E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5363832E+01  0.5965903E+00 -0.1343750E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8414074E+00
    1  0.5091497E+01  0.1789771E+01 -0.5000000E+00  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.1223865E+01
    1  0.5363832E+01  0.5965903E+00 -0.5000000E+00  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.1223865E+01
    1  0.3810728E+01  0.3821645E+01 -0.3406250E+01  0.7818314E+00  0.6234900E+00  0.0000000E+00  0.8414074E+00
    1  0.3810728E+01  0.3821645E+01 -0.2718750E+01  0.7818314E+00  0.6234900E+00  0.0000000E+00  0.8414074E+00
    1  0.4573795E+01  0.2864789E+01 -0.3406250E+01  0.7818315E+00  0.6234898E+00  0.0000000E+00  0.8414071E+00
    1  0.4573795E+01  0.2864789E+01 -0.2718750E+01  0.7818315E+00  0.6234898E+00  0.0000000E+00  0.8414071E+00
    1  0.3810728E+01  0.3821645E+01 -0.2031250E+01  0.7818314E+00  0.6234900E+00  0.0000000E+00  0.8414074E+00
    1  0.3810728E+01  0.3821645E+01 -0.1343750E+01  0.7818314E+00  0.6234900E+00  0.0000000E+00  0.8414074E+00
    1  0.4573795E+01  0.2864789E+01 -0.2031250E+01  0.7818315E+00  0.6234898E+00  0.0000000E+00  0.8414071E+00
    1  0.4573795E+01  0.2864789E+01 -0.1343750E+01  0.7818315E+00  0.6234898E+00  0.0000000E+00  0.8414071E+00
    1  0.3810728E+01  0.3821645E+01 -0.5000000E+00  0.7818314E+00  0.6234900E+00  0.0000000E+00  0.1223865E+01
    1  0.4573795E+01  0.2864789E+01 -0.5000000E+00  0.7818314E+00  0.6234898E+00  0.0000000E+00  0.1223865E+01
    1  0.1775197E+01  0.5096596E+01 -0.3406250E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.1775197E+01  0.5096596E+01 -0.2718750E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.2877862E+01  0.4565581E+01 -0.3406250E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.2877862E+01  0.4565581E+01 -0.2718750E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.1775197E+01  0.5096596E+01 -0.2031250E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.1775197E+01  0.5096596E+01 -0.1343750E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.2877862E+01  0.4565581E+01 -0.2031250E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.2877862E+01  0.4565581E+01 -0.1343750E+01  0.4338839E+00  0.9009688E+00  0.0000000E+00  0.8414074E+00
    1  0.1775197E+01  0.5096596E+01 -0.5000000E+00  0.4338838E+00  0.9009687E+00  0.0000000E+00  0.1223865E+01
    1  0.2877862E+01  0.4565581E+01 -0.5000000E+00  0.4338838E+00  0.9009687E+00  0.0000000E+00  0.1223865E+01
