 
      1   1872    468      1
    1  0.2457407E+01  0.3235238E+00 -0.4833334E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.4500000E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175440E+00
    1  0.2457407E+01  0.3235238E+00 -0.4166667E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.3833333E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.3500000E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175440E+00
    1  0.2457407E+01  0.3235238E+00 -0.3166667E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.2833333E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.2500000E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175440E+00
    1  0.2457407E+01  0.3235238E+00 -0.2166667E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.1833334E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.1500000E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175440E+00
    1  0.2457407E+01  0.3235238E+00 -0.1166667E+01  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175434E+00
    1  0.2457407E+01  0.3235238E+00 -0.8333334E+00  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175436E+00
    1  0.2457408E+01  0.3235238E+00 -0.5000000E+00  0.9914449E+00  0.1305256E+00  0.0000000E+00  0.2175436E+00
