Nb de periode :    50
 0.1000
  0.770154E+05 -0.114441E-03  0.219345E-02  0.329018E-03 -0.930842E+05  0.516593E-08
 -0.457764E-03  0.770153E+05  0.273585E-03  0.930841E+05  0.333786E-04 -0.865839E-08
  0.381470E-03 -0.210881E-02  0.361484E+05 -0.569820E-02 -0.143051E-02  0.236469E-09
  0.528097E-03  0.929273E+05  0.463128E-03  0.198753E+06  0.748634E-03  0.757154E-09
 -0.929275E+05 -0.343323E-03  0.782490E-02  0.678301E-03  0.198753E+06  0.236469E-08
  0.572982E-09 -0.163141E-07  0.568434E-12 -0.245292E-07 -0.214868E-08  0.520416E-07
 0.2000
  0.774120E+05  0.319481E-03 -0.391006E-02 -0.228882E-03 -0.934609E+05  0.727596E-09
  0.691414E-03  0.774120E+05 -0.567436E-03  0.934609E+05  0.467300E-03  0.175532E-08
  0.146866E-02  0.115156E-02  0.354371E+05  0.557899E-02 -0.453949E-02  0.727596E-10
  0.333786E-03  0.933091E+05 -0.371337E-03  0.199082E+06 -0.100970E-02 -0.770342E-08
 -0.933093E+05 -0.286102E-03  0.119591E-01 -0.136971E-02  0.199083E+06 -0.296495E-08
  0.782165E-09 -0.184036E-07  0.568434E-12 -0.256530E-07  0.312411E-08  0.522176E-07
 0.3000
  0.779152E+05  0.699361E-04 -0.349045E-02 -0.462532E-03 -0.938384E+05 -0.232831E-08
  0.109355E-02  0.779152E+05  0.452995E-04  0.938385E+05  0.321070E-03  0.565099E-08
  0.146230E-02 -0.116030E-02  0.351067E+05 -0.752131E-02  0.152588E-03 -0.970128E-10
 -0.810623E-04  0.936804E+05 -0.667572E-04  0.199402E+06 -0.677903E-03 -0.240137E-07
 -0.936805E+05 -0.290871E-03 -0.909169E-03 -0.218630E-02  0.199403E+06 -0.437770E-08
  0.400178E-09 -0.108472E-07 -0.757912E-12 -0.252241E-07  0.127329E-08  0.522896E-07
 0.4000
  0.786368E+05 -0.133514E-03 -0.127983E-01 -0.159025E-02 -0.944287E+05  0.574801E-08
 -0.467300E-03  0.786368E+05  0.519156E-03  0.944286E+05 -0.785589E-03 -0.261025E-08
  0.123978E-03  0.646591E-02  0.348775E+05  0.122786E-01 -0.200653E-01  0.172804E-09
 -0.101328E-03  0.942796E+05 -0.451803E-03  0.199968E+06 -0.927448E-03 -0.540467E-08
 -0.942797E+05 -0.591278E-03  0.866175E-02  0.437498E-03  0.199968E+06 -0.150976E-08
 -0.245564E-09 -0.639830E-08  0.000000E+00 -0.111206E-07 -0.586624E-09  0.523372E-07
 0.5000
  0.796990E+05  0.167847E-03 -0.158844E-01 -0.106621E-02 -0.951765E+05  0.873115E-09
 -0.953674E-03  0.796990E+05 -0.998974E-03  0.951765E+05 -0.728607E-03 -0.234286E-08
  0.947571E-02  0.176048E-02  0.346432E+05  0.140076E-01 -0.134583E-01  0.436557E-10
 -0.120735E-02  0.950325E+05 -0.857353E-03  0.200629E+06  0.494003E-03  0.253203E-08
 -0.950327E+05  0.146866E-03  0.516930E-01  0.665665E-03  0.200629E+06  0.649015E-08
  0.654836E-10 -0.126975E-07  0.000000E+00 -0.152791E-07 -0.540240E-09  0.523360E-07
 0.6000
  0.810966E+05  0.699361E-04 -0.137107E-01  0.921885E-03 -0.963436E+05 -0.305590E-08
 -0.137965E-02  0.810965E+05 -0.125964E-03  0.963435E+05  0.990232E-03  0.321355E-08
  0.649134E-02 -0.104348E-02  0.342034E+05 -0.289917E-02 -0.152715E-01  0.363798E-10
 -0.346502E-03  0.961931E+05 -0.269413E-03  0.201652E+06 -0.837644E-03  0.106168E-07
 -0.961933E+05 -0.548363E-03  0.418886E-01 -0.228405E-02  0.201652E+06 -0.388051E-09
  0.703343E-09 -0.155220E-08  0.000000E+00 -0.854091E-08 -0.259964E-08  0.523311E-07
 0.7000
  0.829207E+05 -0.724792E-03 -0.139509E-01 -0.980922E-04 -0.978902E+05 -0.116415E-08
  0.370571E-03  0.829207E+05 -0.576292E-03  0.978901E+05  0.745228E-03  0.372113E-08
  0.991276E-02 -0.115122E-03  0.334370E+05 -0.256130E-02 -0.366211E-02 -0.207885E-09
 -0.336511E-03  0.977432E+05  0.926767E-03  0.203100E+06  0.435557E-02  0.333914E-08
 -0.977433E+05  0.115258E-02  0.766236E-01 -0.163487E-04  0.203101E+06 -0.644442E-08
 -0.457346E-09 -0.532964E-08  0.129928E-11 -0.795710E-08  0.143700E-08  0.523525E-07
 0.8000
  0.853235E+05  0.572205E-04 -0.374699E-01 -0.101328E-03 -0.996863E+05  0.371074E-08
  0.581741E-03  0.853234E+05  0.126779E-02  0.996861E+05  0.442266E-03 -0.127329E-09
 -0.218868E-02 -0.922680E-03  0.324228E+05 -0.488758E-03  0.139046E-01 -0.209184E-09
  0.103712E-02  0.995450E+05  0.520945E-03  0.204594E+06  0.849962E-03 -0.394948E-08
 -0.995452E+05 -0.238419E-04  0.751162E-01  0.235200E-02  0.204595E+06 -0.418368E-09
  0.102773E-08 -0.166210E-08 -0.227374E-11 -0.986887E-08  0.321506E-08  0.523594E-07
 0.9000
  0.880488E+05 -0.686646E-03 -0.610987E-01  0.584920E-03 -0.101944E+06  0.510934E-08
 -0.169542E-03  0.880487E+05  0.758701E-03  0.101943E+06 -0.567966E-03  0.808440E-09
 -0.845591E-02  0.992881E-03  0.313766E+05 -0.629425E-03 -0.722249E-02  0.282954E-09
  0.167423E-03  0.101780E+06  0.417497E-03  0.206526E+06 -0.429153E-03  0.100004E-07
